,Name,Also known as,Description,Substitutions,Scientific name
342,arrowroot vermicelli,,These slender white Asian noodles are made from arrowroot starch.  They resemble bean threads.,"[{'Carbs': '', 'Name': 'bean threads'}]",
343,Asian noodles,"alimentary paste, imitation noodles","Until recently, the U.S. government required a noodle to contain flour, water, and eggs to be rightly called a noodle. Since most Asian noodles aren't made with eggs, this left them without much of an identity. The FDA permitted names like ""alimentary paste"" and ""imitation noodles,"" but Asian noodle producers--from the birthplace of the noodle no less--could not use the n-word. The government finally relented, and we can now use the name ""Asian noodles.""","[{'Carbs': None, 'Calories': None, 'Salt': None, 'Fats': None, 'Cholesterol': None, 'Vitamin C': None, 'Calcium': None, 'Protein': None, 'Sugars': None, 'Fiber': None, 'Mono fats': None, 'Poly fats': None, 'Saturated fats': None, 'Name': 'pasta'}]",
344,Asian rice noodles,,"Rice noodles are made with rice flour, and are especially popular in Southeast Asia.   It's easy to find dried rice noodles in large supermarkets, but you'll probably have to visit an Asian market to find them fresh.   Rice noodles should be soaked in hot water before using.  When they're soft and transparent, drain them and…","[{'Carbs': None, 'Calories': None, 'Salt': None, 'Fats': None, 'Cholesterol': None, 'Vitamin C': None, 'Calcium': None, 'Protein': None, 'Sugars': None, 'Fiber': None, 'Mono fats': None, 'Poly fats': None, 'Saturated fats': None, 'Name': 'quinoa pasta'}, {'Carbs': None, 'Calories': None, 'Salt': None, 'Fats': None, 'Cholesterol': None, 'Vitamin C': None, 'Calcium': None, 'Protein': None, 'Sugars': None, 'Fiber': None, 'Mono fats': None, 'Poly fats': None, 'Saturated fats': None, 'Name': 'rice pasta'}]",
345,Asian wheat noodles,,"These are made with wheat flour, salt, water, and sometimes eggs and flavorings.   Always cook wheat noodles in plenty of boiling water.  Some Asian cooks recommend cooking them until they're al dente (cooked through, but still firm), while others suggest cooking them a bit longer to make them softer.  Rinse the noodles in cold water after they're done and let them drain.  Toss them about to prevent them from sticking together, then fry them, or add them to your stir-fry or soup.  Supermarkets often carry several varieties of dried Asian noodles, which can be stored indefinitely.  Asian markets often carry fresh noodles, which can be kept for two or three days in your refrigerator.","[{'Carbs': None, 'Calories': None, 'Salt': None, 'Fats': None, 'Cholesterol': None, 'Vitamin C': None, 'Calcium': None, 'Protein': None, 'Sugars': None, 'Fiber': None, 'Mono fats': None, 'Poly fats': None, 'Saturated fats': None, 'Name': 'pasta'}, {'Carbs': '', 'Calories': '80.2 g', 'Salt': '364 Cals.', 'Fats': '182 mg', 'Cholesterol': '0.6 g', 'Vitamin C': '0 mg', 'Calcium': '0 mg', 'Protein': '18 mg', 'Sugars': '6 g', 'Fiber': '0.1 g', 'Mono fats': '1.6 g', 'Poly fats': '0.2 g', 'Saturated fats': '0.2 g', 'Name': 'rice noodles'}]",
346,aspic powder,"aspic jelly powder, aspic leaves","This is used to make a gelatinous glaze for cold meat, fish, or vegetables.  When finished, the dish is said to be served ""in aspic.""   Commercial aspic powder is made of gelatin, salt, and other flavorings.  It also comes in sheets, called aspic leaves.","[{'Carbs': '', 'Calories': '0 g', 'Salt': '335 Cals.', 'Fats': '196 mg', 'Cholesterol': '0.1 g', 'Vitamin C': '0 mg', 'Calcium': '0 mg', 'Protein': '55 mg', 'Sugars': '85.6 g', 'Fiber': '0 g', 'Mono fats': '0 g', 'Poly fats': '0.1 g', 'Saturated fats': '0 g', 'Name': 'gelatin'}]",
347,astri,,These tiny pasta shapes are usually served in a broth or very light soup.,"[{'Carbs': None, 'Calories': None, 'Salt': None, 'Fats': None, 'Cholesterol': None, 'Vitamin C': None, 'Calcium': None, 'Protein': None, 'Sugars': None, 'Fiber': None, 'Mono fats': None, 'Poly fats': None, 'Saturated fats': None, 'Name': 'soup pasta'}]",
348,avena,,These tiny pasta shapes are usually served in a broth or very light soup.,"[{'Carbs': None, 'Calories': None, 'Salt': None, 'Fats': None, 'Cholesterol': None, 'Vitamin C': None, 'Calcium': None, 'Protein': None, 'Sugars': None, 'Fiber': None, 'Mono fats': None, 'Poly fats': None, 'Saturated fats': None, 'Name': 'soup pasta'}]",
349,bajri flour,kurakkan,Poor farmers in India and Pakistan use this millet flour to make bread and griddle cakes.  It's gluten-free.  Look for it in India markets.,"[{'Carbs': '', 'Calories': '76.9 g', 'Salt': '357 Cals.', 'Fats': '1 mg', 'Cholesterol': '1.2 g', 'Vitamin C': '0 mg', 'Calcium': '0.6 mg', 'Protein': '6 mg', 'Sugars': '9.5 g', 'Fiber': '0 g', 'Mono fats': '1.9 g', 'Poly fats': '0.4 g', 'Saturated fats': '0.5 g', 'Name': 'sorghum flour'}]",
350,barley flour,,"other nonwheat flour  Notes:  To see how to substitute other flours for wheat flours when making yeast breads, see the listing under all-purpose flour.","[{'Carbs': None, 'Calories': None, 'Salt': None, 'Fats': None, 'Cholesterol': None, 'Vitamin C': None, 'Calcium': None, 'Protein': None, 'Sugars': None, 'Fiber': None, 'Mono fats': None, 'Poly fats': None, 'Saturated fats': None, 'Name': 'wheat flour'}, {'Carbs': '', 'Calories': '79.8 g', 'Salt': '359 Cals.', 'Fats': '5 mg', 'Cholesterol': '1.3 g', 'Vitamin C': '0 mg', 'Calcium': '0 mg', 'Protein': '6 mg', 'Sugars': '6.9 g', 'Fiber': '0 g', 'Mono fats': '0.5 g', 'Poly fats': '0 g', 'Saturated fats': '0 g', 'Name': 'rice flour'}, {'Carbs': None, 'Calories': None, 'Salt': None, 'Fats': None, 'Cholesterol': None, 'Vitamin C': None, 'Calcium': None, 'Protein': None, 'Sugars': None, 'Fiber': None, 'Mono fats': None, 'Poly fats': None, 'Saturated fats': None, 'Name': 'all-purpose flour'}]",
351,barquette,,This is a small round or oval pastry shell that's usually topped with sweet or savory fillings.,"[{'Carbs': None, 'Calories': None, 'Salt': None, 'Fats': None, 'Cholesterol': None, 'Vitamin C': None, 'Calcium': None, 'Protein': None, 'Sugars': None, 'Fiber': None, 'Mono fats': None, 'Poly fats': None, 'Saturated fats': None, 'Name': 'patty shell'}, {'Carbs': None, 'Calories': None, 'Salt': None, 'Fats': None, 'Cholesterol': None, 'Vitamin C': None, 'Calcium': None, 'Protein': None, 'Sugars': None, 'Fiber': None, 'Mono fats': None, 'Poly fats': None, 'Saturated fats': None, 'Name': 'croustade'}, {'Carbs': None, 'Calories': None, 'Salt': None, 'Fats': None, 'Cholesterol': None, 'Vitamin C': None, 'Calcium': None, 'Protein': None, 'Sugars': None, 'Fiber': None, 'Mono fats': None, 'Poly fats': None, 'Saturated fats': None, 'Name': 'tart shell'}]",
352,bavettine,mezze linguine,"These are long rods, narrower than linguine but wider than spaghetti. They're best with light, delicate sauces.","[{'Carbs': None, 'Calories': None, 'Salt': None, 'Fats': None, 'Cholesterol': None, 'Vitamin C': None, 'Calcium': None, 'Protein': None, 'Sugars': None, 'Fiber': None, 'Mono fats': None, 'Poly fats': None, 'Saturated fats': None, 'Name': 'linguine'}, {'Carbs': None, 'Calories': None, 'Salt': None, 'Fats': None, 'Cholesterol': None, 'Vitamin C': None, 'Calcium': None, 'Protein': None, 'Sugars': None, 'Fiber': None, 'Mono fats': None, 'Poly fats': None, 'Saturated fats': None, 'Name': 'spaghetti'}, {'Carbs': None, 'Calories': None, 'Salt': None, 'Fats': None, 'Cholesterol': None, 'Vitamin C': None, 'Calcium': None, 'Protein': None, 'Sugars': None, 'Fiber': None, 'Mono fats': None, 'Poly fats': None, 'Saturated fats': None, 'Name': 'fettuccine'}, {'Carbs': None, 'Calories': None, 'Salt': None, 'Fats': None, 'Cholesterol': None, 'Vitamin C': None, 'Calcium': None, 'Protein': None, 'Sugars': None, 'Fiber': None, 'Mono fats': None, 'Poly fats': None, 'Saturated fats': None, 'Name': 'pappardelle'}]",
353,bean curd skin noodles,yuba noodles,"These Chinese noodles are made from yuba, the skin that forms on soy milk when it's heated. They're chewy and very nutritious.","[{'Carbs': None, 'Calories': None, 'Salt': None, 'Fats': None, 'Cholesterol': None, 'Vitamin C': None, 'Calcium': None, 'Protein': None, 'Sugars': None, 'Fiber': None, 'Mono fats': None, 'Poly fats': None, 'Saturated fats': None, 'Name': 'yuba'}]",
354,bean threads,"bai fun, bean thread vermicelli, bun tao, bun tau, cellophane noodles, Chinese vermicelli, crystal noodles, fan si, fen si, fen szu, fun see, glass noodles, green bean thread noodles, invisible noodles, jelly noodles, mung  bean threads, mung pea noodles, pancit sotanghon, peastarch noodles, pekyasan, powdered silk noodles, sai fun, saifun, shining noodles, silver noodles, slippery noodles, sohoon, soo hoon, su boon, su un, tanghoon, translucent noodles, transparent noodles, transparent vermicelli, tung boon, vermicelli noodles, woon sen","These slender, gelatinous noodles are widely used throughout China and Southeast Asia.  They're made from mung beans and almost flavorless, though they readily absorb other flavors.   They're commonly used in soups, stir-fries, salads, desserts, and even drinks.  Before using, soak them in hot water until they're soft and transparent (about 15 minutes), then add them to boiling water and cook them for no more than a minute.  Rinse them in cold water and drain.  The dried noodles can also be deep fried to make a crunchy garnish or bed for sauces.","[{'Carbs': '', 'Calories': '89.5 g', 'Salt': '351 Cals.', 'Fats': '35 mg', 'Cholesterol': '0 g', 'Vitamin C': '0 mg', 'Calcium': '0 mg', 'Protein': '0 mg', 'Sugars': '0 g', 'Fiber': '0 g', 'Mono fats': '1.8 g', 'Poly fats': '0 g', 'Saturated fats': '0 g', 'Name': 'harusame'}, {'Carbs': '', 'Calories': '83.6 g', 'Salt': '382 Cals.', 'Fats': '18 mg', 'Cholesterol': '0.9 g', 'Vitamin C': '0 mg', 'Calcium': '0 mg', 'Protein': '0 mg', 'Sugars': '0 g', 'Fiber': '0 g', 'Mono fats': '1.8 g', 'Poly fats': '0 g', 'Saturated fats': '0 g', 'Name': 'rice vermicelli'}, {'Carbs': '', 'Name': 'shirataki'}, {'Carbs': '', 'Name': 'rice sticks'}]",
355,beurre manié,"beurre manie, kneaded butter","This flour-butter mixture is used to correct overly thin sauces at the last minute.  To make it, blend equal weights of butter and flour, then knead them together.  After you whisk it into a sauce, let it cook for no more than a minute or two, since sauces thickened with flour pick up a starchy taste after they've cooked for a few minutes.","[{'Carbs': '', 'Name': 'roux'}, {'Carbs': '', 'Calories': '87.5 g', 'Salt': '375 Cals.', 'Fats': '300 mg', 'Cholesterol': '0 g', 'Vitamin C': '0 mg', 'Calcium': '0 mg', 'Protein': '0 mg', 'Sugars': '0 g', 'Fiber': '0 g', 'Mono fats': '0 g', 'Poly fats': '0 g', 'Saturated fats': '0 g', 'Name': 'tapioca starch'}]",
356,big couscous,,,[],
357,bigoli,,"This Venetian pasta resembles thick spaghetti, only it has a rough surface to better absorb flavorful sauces. It's good with shellfish, beans, or hearty meat sauces.","[{'Carbs': None, 'Calories': None, 'Salt': None, 'Fats': None, 'Cholesterol': None, 'Vitamin C': None, 'Calcium': None, 'Protein': None, 'Sugars': None, 'Fiber': None, 'Mono fats': None, 'Poly fats': None, 'Saturated fats': None, 'Name': 'spaghetti'}, {'Carbs': None, 'Calories': None, 'Salt': None, 'Fats': None, 'Cholesterol': None, 'Vitamin C': None, 'Calcium': None, 'Protein': None, 'Sugars': None, 'Fiber': None, 'Mono fats': None, 'Poly fats': None, 'Saturated fats': None, 'Name': 'vermicelli'}]",
358,biscuit mix,,"Use this mix to make biscuits as well as pancakes and other baked goods.  Bisquick is a well-known brand.   To make biscuits from biscuit mix, combine 2 parts biscuit mix with 1 part water, roll out on floured surface, cut into biscuits, and bake for about 10 minutes at 425º.","[{'Carbs': None, 'Calories': None, 'Salt': None, 'Fats': None, 'Cholesterol': None, 'Vitamin C': None, 'Calcium': None, 'Protein': None, 'Sugars': None, 'Fiber': None, 'Mono fats': None, 'Poly fats': None, 'Saturated fats': None, 'Name': 'shortening'}]",Triticum aestivum
359,black pasta,"pasta nera, squid-ink pasta","This is pasta flavored with squid or cuttlefish ink, which turns it black.  It's best served with shellfish.",[],
360,blue atole flour,,This is blue cornmeal that's been roasted. It's cooked and served for breakfast much like oatmeal.,[],
361,bread dough,,"You can make this yourself, or buy ready-made dough in the frozen foods sections of your supermarket.  In addition to baking them into bread, you can use them to make breadsticks, pizza dough, buns, rolls, and bagels.","[{'Carbs': None, 'Calories': None, 'Salt': None, 'Fats': None, 'Cholesterol': None, 'Vitamin C': None, 'Calcium': None, 'Protein': None, 'Sugars': None, 'Fiber': None, 'Mono fats': None, 'Poly fats': None, 'Saturated fats': None, 'Name': 'baked pizza crust'}]",Triticum aestivum
362,bread flour,"hard-wheat flour, high-gluten flour, strong flour","This flour has a high level of gluten, which gives bread more structure.  Don't confuse it with gluten flour (also called vital wheat gluten), which is pure gluten and used as a bread additive or to make seitan.
To see how to substitute other flours when making yeast breads, see the listing under all-purpose flour.","[{'Carbs': None, 'Calories': None, 'Salt': None, 'Fats': None, 'Cholesterol': None, 'Vitamin C': None, 'Calcium': None, 'Protein': None, 'Sugars': None, 'Fiber': None, 'Mono fats': None, 'Poly fats': None, 'Saturated fats': None, 'Name': 'all-purpose flour'}]",Triticum aestivum
363,buckwheat flour,,"This is a low-gluten gray flour that's great in pancakes and pastas. To see how to substitute other flours for wheat flours when making yeast breads, see the listing under all-purpose flour","[{'Carbs': '', 'Name': 'nonwheat flour'}, {'Carbs': '', 'Calories': '19.9 g', 'Salt': '92 Cals.', 'Fats': '150 mg', 'Cholesterol': '0.6 g', 'Vitamin C': '0 mg', 'Calcium': '0 mg', 'Protein': '7 mg', 'Sugars': '3.4 g', 'Fiber': '0.9 g', 'Mono fats': '2.7 g', 'Poly fats': '0.2 g', 'Saturated fats': '0.2 g', 'Name': 'buckwheat groats'}, {'Carbs': None, 'Calories': None, 'Salt': None, 'Fats': None, 'Cholesterol': None, 'Vitamin C': None, 'Calcium': None, 'Protein': None, 'Sugars': None, 'Fiber': None, 'Mono fats': None, 'Poly fats': None, 'Saturated fats': None, 'Name': 'all-purpose flour'}]",Fagopyrum esculentum
364,cake flour,soft-wheat flour,"Includes:   self-rising cake flour   These substitutions will perform better if you also do this:  (1) Mix the batter as little as possible. (2) Separate eggs, beat the whites, and fold them into the batter.","[{'Carbs': None, 'Calories': None, 'Salt': None, 'Fats': None, 'Cholesterol': None, 'Vitamin C': None, 'Calcium': None, 'Protein': None, 'Sugars': None, 'Fiber': None, 'Mono fats': None, 'Poly fats': None, 'Saturated fats': None, 'Name': 'pastry flour'}, {'Carbs': None, 'Calories': None, 'Salt': None, 'Fats': None, 'Cholesterol': None, 'Vitamin C': None, 'Calcium': None, 'Protein': None, 'Sugars': None, 'Fiber': None, 'Mono fats': None, 'Poly fats': None, 'Saturated fats': None, 'Name': 'corn starch'}]",Triticum aestivum
365,amaranth seeds,amaranth,"These tiny ancient seeds have been cultivated in the Americas for several millennia. They're rich in protein and calcium, and have a pleasant, peppery flavor. One variety of amaranth is grown for its leaves, which are called Chinese spinach.","[{'Carbs': '', 'Calories': '72.9 g', 'Salt': '378 Cals.', 'Fats': '5 mg', 'Cholesterol': '4.2 g', 'Vitamin C': '0 mg', 'Calcium': '0 mg', 'Protein': '8 mg', 'Sugars': '11 g', 'Fiber': '0 g', 'Mono fats': '8.5 g', 'Poly fats': '0.8 g', 'Saturated fats': '2.1 g', 'Name': 'millet'}, {'Carbs': '', 'Calories': '64.2 g', 'Salt': '368 Cals.', 'Fats': '5 mg', 'Cholesterol': '6.1 g', 'Vitamin C': '0 mg', 'Calcium': '0 mg', 'Protein': '47 mg', 'Sugars': '14.1 g', 'Fiber': '0 g', 'Mono fats': '7 g', 'Poly fats': '1.6 g', 'Saturated fats': '3.3 g', 'Name': 'quinoa'}, {'Carbs': '', 'Calories': '19.9 g', 'Salt': '92 Cals.', 'Fats': '150 mg', 'Cholesterol': '0.6 g', 'Vitamin C': '0 mg', 'Calcium': '0 mg', 'Protein': '7 mg', 'Sugars': '3.4 g', 'Fiber': '0.9 g', 'Mono fats': '2.7 g', 'Poly fats': '0.2 g', 'Saturated fats': '0.2 g', 'Name': 'buckwheat groats'}]",Amaranthus
366,arborio rice,Piedmont rice,"This plump white rice can absorb lots of water without getting mushy, so it's perfect for making risotto.  The best comes from Italy.  Arborio is very well-regarded","[{'Carbs': '', 'Calories': '79.3 g', 'Salt': '360 Cals.', 'Fats': '1 mg', 'Cholesterol': '0.6 g', 'Vitamin C': '0 mg', 'Calcium': '0 mg', 'Protein': '9 mg', 'Sugars': '6.6 g', 'Fiber': '0 g', 'Mono fats': '1.4 g', 'Poly fats': '0.2 g', 'Saturated fats': '0.2 g', 'Name': 'Spanish rice'}, {'Carbs': '', 'Calories': '28.7 g', 'Salt': '130 Cals.', 'Fats': '0 mg', 'Cholesterol': '0.2 g', 'Vitamin C': '0 mg', 'Calcium': '0 mg', 'Protein': '1 mg', 'Sugars': '2.4 g', 'Fiber': '0 g', 'Mono fats': '0 g', 'Poly fats': '0.1 g', 'Saturated fats': '0.1 g', 'Name': 'short-grain rice'}, {'Carbs': None, 'Calories': None, 'Salt': None, 'Fats': None, 'Cholesterol': None, 'Vitamin C': None, 'Calcium': None, 'Protein': None, 'Sugars': None, 'Fiber': None, 'Mono fats': None, 'Poly fats': None, 'Saturated fats': None, 'Name': 'pearl barley'}, {'Carbs': '', 'Calories': '79.3 g', 'Salt': '360 Cals.', 'Fats': '1 mg', 'Cholesterol': '0.6 g', 'Vitamin C': '0 mg', 'Calcium': '0 mg', 'Protein': '9 mg', 'Sugars': '6.6 g', 'Fiber': '0 g', 'Mono fats': '1.4 g', 'Poly fats': '0.2 g', 'Saturated fats': '0.2 g', 'Name': 'medium-grain rice'}]","Oryza sativa, Japonica"
367,baby corn,"Chinese baby corn, corn, baby","These are tiny ears of corn that are eaten cob and all.  Asian cooks like to add them to stir-fried dishes, and they often show up in salad bars.  It's hard to find them fresh, but many markets sell them in cans or jars.","[{'Carbs': '', 'Calories': '18.7 g', 'Salt': '86 Cals.', 'Fats': '15 mg', 'Cholesterol': '1.4 g', 'Vitamin C': '0 mg', 'Calcium': '6.8 mg', 'Protein': '2 mg', 'Sugars': '3.3 g', 'Fiber': '6.3 g', 'Mono fats': '2 g', 'Poly fats': '0.4 g', 'Saturated fats': '0.5 g', 'Name': 'corn'}, {'Carbs': None, 'Calories': None, 'Salt': None, 'Fats': None, 'Cholesterol': None, 'Vitamin C': None, 'Calcium': None, 'Protein': None, 'Sugars': None, 'Fiber': None, 'Mono fats': None, 'Poly fats': None, 'Saturated fats': None, 'Name': 'Barley'}]",Zea mays
368,Barley,,"Barley's been feeding humans for millennia, though it fell out of favor during the last one as people came to see it as low-brow peasant fare.   It's most often used in soups and stews, where it serves as both a puffy grain and a thickener, but it also makes a nice side dish or salad.  At most markets, you'll have to choose between two types of barley.  Hulled barley is the most nutritious, since only the tough outer hulls are polished off.  Pearl barley is polished some more, so that the outer bran layer is also scrubbed off.  It's less nutritious, but more popular since it's not as chewy as hulled barley and it cooks faster.","[{'Carbs': None, 'Calories': None, 'Salt': None, 'Fats': None, 'Cholesterol': None, 'Vitamin C': None, 'Calcium': None, 'Protein': None, 'Sugars': None, 'Fiber': None, 'Mono fats': None, 'Poly fats': None, 'Saturated fats': None, 'Name': 'pearl barley'}, {'Carbs': '', 'Calories': '19.9 g', 'Salt': '92 Cals.', 'Fats': '150 mg', 'Cholesterol': '0.6 g', 'Vitamin C': '0 mg', 'Calcium': '0 mg', 'Protein': '7 mg', 'Sugars': '3.4 g', 'Fiber': '0.9 g', 'Mono fats': '2.7 g', 'Poly fats': '0.2 g', 'Saturated fats': '0.2 g', 'Name': 'buckwheat groats'}, {'Carbs': None, 'Calories': None, 'Salt': None, 'Fats': None, 'Cholesterol': None, 'Vitamin C': None, 'Calcium': None, 'Protein': None, 'Sugars': None, 'Fiber': None, 'Mono fats': None, 'Poly fats': None, 'Saturated fats': None, 'Name': 'spelt'}]",Hordeum vulgare
369,barley flakes,"flaked barley, rolled barley","To make this, barley kernels are sliced, then rolled flat into flakes.  Like rolled oats, rolled barley is usually served as a hot cereal.  It takes about 30 minutes to cook.","[{'Carbs': '', 'Calories': '67.5 g', 'Salt': '350 Cals.', 'Fats': '0 mg', 'Cholesterol': '6.3 g', 'Vitamin C': '0 mg', 'Calcium': '0 mg', 'Protein': '50 mg', 'Sugars': '12.5 g', 'Fiber': '0 g', 'Mono fats': '10 g', 'Poly fats': '2.5 g', 'Saturated fats': '2.5 g', 'Name': 'rolled oats'}]",Hordeum vulgare
370,barley grits,,"These are barley kernels that have been toasted, and then cracked into smaller pieces in order to speed up the cooking time. They're a bit hard to find.","[{'Carbs': '', 'Calories': '71.5 g', 'Salt': '343 Cals.', 'Fats': '1 mg', 'Cholesterol': '3.4 g', 'Vitamin C': '0 mg', 'Calcium': '0 mg', 'Protein': '18 mg', 'Sugars': '13.3 g', 'Fiber': '0 g', 'Mono fats': '10 g', 'Poly fats': '1 g', 'Saturated fats': '1 g', 'Name': 'buckwheat grits'}, {'Carbs': '', 'Calories': '79.2 g', 'Salt': '361 Cals.', 'Fats': '1 mg', 'Cholesterol': '1.6 g', 'Vitamin C': '0 mg', 'Calcium': '0 mg', 'Protein': '2 mg', 'Sugars': '8.8 g', 'Fiber': '0.6 g', 'Mono fats': '1.6 g', 'Poly fats': '0.3 g', 'Saturated fats': '0.5 g', 'Name': 'hominy grits'}]",Hordeum vulgare
371,basmati rice,,"This aromatic, long-grain rice is grown in the foothills of the Himalayas and is especially popular in India.  The cooked grains are dry and fluffy, so they make a nice bed for curries and sauces. Basmati is available as either white or brown rice.  Brown basmati has more fiber and a stronger flavor, but it takes twice as long to cook.   Aged basmati rice is better, but more expensive.","[{'Carbs': '', 'Name': 'popcorn rice'}, {'Carbs': '', 'Calories': '80 g', 'Salt': '356 Cals.', 'Fats': '0 mg', 'Cholesterol': '0 g', 'Vitamin C': '0 mg', 'Calcium': '0 mg', 'Protein': '0 mg', 'Sugars': '6.7 g', 'Fiber': '0 g', 'Mono fats': '0 g', 'Poly fats': '0 g', 'Saturated fats': '0 g', 'Name': 'jasmine rice'}, {'Carbs': '', 'Calories': '80.9 g', 'Salt': '374 Cals.', 'Fats': '2 mg', 'Cholesterol': '1 g', 'Vitamin C': '0 mg', 'Calcium': '0 mg', 'Protein': '71 mg', 'Sugars': '7.5 g', 'Fiber': '0.3 g', 'Mono fats': '1.8 g', 'Poly fats': '0.3 g', 'Saturated fats': '0.3 g', 'Name': 'long-grain rice'}, {'Carbs': '', 'Name': 'wild pecan rice'}]",Oryza
372,Bhutanese red rice,,"This red short-grain rice is a staple in rural areas of Bhutan, a small kingdom nestled high in the Himalayas.  It has a strong, nutty flavor and is best served with other assertive ingredients.  It cooks much faster than brown rice.","[{'Carbs': '', 'Name': 'Wehani rice'}, {'Carbs': '', 'Calories': '78 g', 'Salt': '360 Cals.', 'Fats': '0 mg', 'Cholesterol': '3 g', 'Vitamin C': '0 mg', 'Calcium': '0 mg', 'Protein': '0 mg', 'Sugars': '8 g', 'Fiber': '0 g', 'Mono fats': '4 g', 'Poly fats': '0 g', 'Saturated fats': '0 g', 'Name': 'brown rice'}]","Oryza sativa, Japonica"
373,black barley,Ethiopian black barley,"This is similar to pearl barley, only it has a black exterior.","[{'Carbs': None, 'Calories': None, 'Salt': None, 'Fats': None, 'Cholesterol': None, 'Vitamin C': None, 'Calcium': None, 'Protein': None, 'Sugars': None, 'Fiber': None, 'Mono fats': None, 'Poly fats': None, 'Saturated fats': None, 'Name': 'pearl barley'}]",Hordeum vulgare
374,black forbidden rice,,This has short grains which turn a beautiful indigo when cooked.,"[{'Carbs': '', 'Name': 'risotto rice'}]",Oryza sativa
375,black japonica rice,,,[],Oryza sativa
376,black quinoa,,"Like ordinary quinoa, this cooks quickly, has a mild flavor, and a slightly crunchy texture.  Rinse off its bitter coating before using.","[{'Carbs': '', 'Calories': '64.2 g', 'Salt': '368 Cals.', 'Fats': '5 mg', 'Cholesterol': '6.1 g', 'Vitamin C': '0 mg', 'Calcium': '0 mg', 'Protein': '47 mg', 'Sugars': '14.1 g', 'Fiber': '0 g', 'Mono fats': '7 g', 'Poly fats': '1.6 g', 'Saturated fats': '3.3 g', 'Name': 'quinoa'}]",Chenopodium quinoa
377,bran,polishings,"This is the made from the outer husk of the grain, and it's a rich source of fiber.  There are two types of fiber:  insoluble fiber, which passes right through us undigested, and soluble fiber, which is digested by friendly bacteria in our intestines.  Insoluble fiber is found in wheat bran and corn bran, and it's good for flushing out the intestines.  Soluble fiber, found in oat bran, makes you feel full, so it's good for dieters","[{'Carbs': '', 'Name': 'legumes'}]",
378,brown rice,whole grain rice,"Many rice varieties come as either brown rice or white rice.  Brown rice isn't milled as much as white, so it retains the bran and germ. That makes brown rice more fiber-rich, nutritious, and chewy.   Unfortunately, it doesn't perform as well as white rice in many recipes.  Long grains of brown rice aren't as fluffy and tender, and short grains aren't as sticky.  Brown rice also takes about twice as long to cook and has a much shorter shelf life (because of the oil in the germ).  Keep it in a cool, dark place for not more than three months. Refrigeration can extend shelf life.","[{'Carbs': '', 'Calories': '34.3 g', 'Salt': '162 Cals.', 'Fats': '0 mg', 'Cholesterol': '1.2 g', 'Vitamin C': '0 mg', 'Calcium': '0 mg', 'Protein': '10 mg', 'Sugars': '3.3 g', 'Fiber': '0 g', 'Mono fats': '1.4 g', 'Poly fats': '0 g', 'Saturated fats': '0 g', 'Name': 'converted rice'}, {'Carbs': '', 'Name': 'wild pecan rice'}, {'Carbs': '', 'Name': 'white rice'}]",Oryza sativa
379,buckwheat,,"Buckwheat is gluten-free, and loaded with nutrients, especially protein, and it has a nutty, earthy flavor. It's most commonly ground into a dark, gritty flour and used to make everything from pancakes to soba noodles. Eastern Europeans also like their buckwheat crushed into small groats, which they toast in oil and use to make side dishes and breakfast cereals.","[{'Carbs': None, 'Calories': None, 'Salt': None, 'Fats': None, 'Cholesterol': None, 'Vitamin C': None, 'Calcium': None, 'Protein': None, 'Sugars': None, 'Fiber': None, 'Mono fats': None, 'Poly fats': None, 'Saturated fats': None, 'Name': 'all-purpose flour'}]",Fagopyrum esculentum
380,buckwheat grits,"buckwheat cereal, cream of buckwheat",These are finely ground buckwheat groats that cook very quickly.  They're commonly used as a breakfast cereal.,"[{'Carbs': None, 'Calories': None, 'Salt': None, 'Fats': None, 'Cholesterol': None, 'Vitamin C': None, 'Calcium': None, 'Protein': None, 'Sugars': None, 'Fiber': None, 'Mono fats': None, 'Poly fats': None, 'Saturated fats': None, 'Name': 'barley grits'}, {'Carbs': '', 'Calories': '79.2 g', 'Salt': '361 Cals.', 'Fats': '1 mg', 'Cholesterol': '1.6 g', 'Vitamin C': '0 mg', 'Calcium': '0 mg', 'Protein': '2 mg', 'Sugars': '8.8 g', 'Fiber': '0.6 g', 'Mono fats': '1.6 g', 'Poly fats': '0.3 g', 'Saturated fats': '0.5 g', 'Name': 'hominy grits'}]",Fagopyrum esculentum
