,Name,Description,Also known as,Scientific name,Substitutions
397,tequila,"This fiery liquor is produced in Mexico from the fermented sap of the blue agave cactus.  Mexicans like to drink it straight after licking salt from the back of their hands (which they squirt first with lime juice to help the salt adhere). Tequila is also used in several cocktails, including the Tequila Sunrise.  Gold tequilas and white tequilas are very similar.  Tequilas añejas are aged--and more expensive. The very finest tequilas are labeled ""100 percent blue agave.""  José Cuervo is a well-regarded brand.  Tequila should always be served ice cold.","Gold tequilas, Tequilas añejas, white tequilas",,"['mezcal', 'gin', 'white rum', 'vodka']"
398,Tía Maria,,Tia Maria,,['Kahlúa']
399,Tiramisu,"Like the dessert, this liqueur has both chocolate and coffee flavors.",,,['Kahlúa']
400,Tokaj wine,"Ordinary Tokay table wine is mediocre, but some Tokay grapes are affected by Botrytis cinerea, a fungus that pokes holes in their skins and makes them shrivel on the vine.  This concentrates the sweetness and makes for an exquisite dessert wine.  Look for bottles labeled Tokay Aszú, the Hungarian name for botrytised Tokay wine.",,,[]
401,tomato juice,To make your own: See the Tomato Juice Recipe posted on Recipesource.com.,,Solanum lycopersicum,"['tomato sauce', 'water']"
402,tonic water,,quinine water,,['ginger ale']
403,treacle,"Treacle is the British version of molasses, and it's a close substitute. Varieties include golden syrup=light treacle, which resemble light molasses, and dark treacle = black treacle, which is more similar to dark molasses.",molasses,,['molasses']
404,triple sec,"Even though the name means ""triple dry,"" this is a relatively sweet orange-flavored liqueur.",,,"['curaçao', 'Grand Marnier', 'Cointreau', 'orange juice']"
405,Tuaca,This liqueur is flavored with vanilla and citrus.,,,['Licor 43']
406,tucupi,"Tucapi is a yellow sauce extracted from manioc roots. It is used with rice and various meats like duck, fish and shrimp.",,Manihot esculenta,[]
407,ultra-pasteurized cream,,,Capra aegagrus hircus,['heavy cream']
408,umeboshi vinegar,"This Japanese vinegar is quite salty, and it has a distinctive, slightly fruity flavor. It's typically used in dips and salad dressings.","pickled plum vinegar, plum vinegar, ume plum vinegar, ume vinegar, umeboshi plum vinegar",,['red wine vinegar']
409,V-8 Juice,To make your own:  See the Mitch's V-6 Vegetable Juice Cocktail Recipe posted on Fabulousfoods.com.,,,['tomato juice']
410,Valdiguie,"This is a relative of the Pinot Noir grape, and it makes a red wine that goes well with hearty meat-based dishes.  Don't confuse it with Gamay or Gamay Beaujolais.",Napa Gamay,,"['Gamay Beaujolais', 'Pinot Noir', 'Rhône wine']"
411,Vandermint,This liqueur is flavored with chocolate and mint.,,,"['chocolate liqueurs', 'chocolate syrup']"
412,vanilla-flavored liqueurs,"Examples include spiced rum, Tuaca, Licor 43, and crème de vanille.",,,['vanilla extract']
413,veal stock,"Veal bones have more collagen than beef bones, and so veal stock is thicker and richer.",,Bos taurus,"['chicken stock', 'chicken broth', 'beef stock', 'beef broth', 'beef base', 'water']"
414,vegetable bouillon cubes,One boullion cube weighs 0.14 ounce and makes one cup of broth.,,,"['vegetable broth', 'red miso', 'white miso', 'yellow miso']"
415,vegetable broth,,,,['vegetable bouillon cubes']
416,vegetable stock,,,,"['chicken stock', 'beef stock']"
417,verjus,"A medieval ingredient that's making a comeback, verjus is a sour juice made from unripened red or white grapes. Vinegars in salad dressings sometimes create off-tastes in the wines that accompany a meal. Verjus doesn't, so it's a good substitute for vinegar if you're planning to serve an expensive wine with dinner. Some people also mix it with sparkling water and ice to make a sophisticated non-alcoholic drink.After the bottle is opened, store verjus in the refrigerator, where it will keep for about a month. If you can't use it that fast, pour it into ice cube trays, freeze, then store the cubes in a plastic bag in the freezer. Though becoming more popular, verjus is still hard to find. Look for it in gourmet specialty shops.",verjuice,,"['lemon juice', 'white wine vinegar']"
418,vermouth,"This is a fortified wine that's heavily flavored with sugar, herbs, roots, flowers, and spices.   It's sometimes served as an apéritif, but it's better known as a key ingredient in many cocktails, including martinis and Manhattans.  It's also used to perk up sauces, especially those that accompany seafood.   There are two main types:  dry vermouth and sweet vermouth.   Noilly Prat and Martini & Rossi are well-respected brands.",,,"['omit', 'Punt è Mes', 'sherry', 'white wine', 'Madeira', 'grape juice', 'sake']"
419,Viognier,"This assertive white wine from California exudes a complex perfume of flowers and fruit.  It's expensive and hard to find, but it's delicious with seafood and poultry.",,,['Johannisberg Riesling']
420,violet syrup,To make your own: See the recipe for Violet Syrup on RecipeSource.,,Violaceae,[]
421,vodka,"This flavorless, colorless liquor is a great mixer, since it blends unobtrusively with other ingredients.   Some prefer to drink it straight, poured from bottles they store in the freezer.  Since vodka is virtually flavorless, the differences between the brands are all but imperceptible to the mortal tongue. Buy the cheapest brand if you're using the vodka in mixed drinks. Flavored vodkas also are available; here the differences in quality may be more noticeable.",,,"['gin', 'white rum', 'aquavit', 'tequila']"
422,Vouvray,This is a slightly sweet French white wine made with Chenin blanc grapes.,,,['Chenin blanc']
423,walnut liqueur," Popular brands iinclude Nocciole, Nocello, and Nocino.","Nocciole, Nocello, Nocino",,"['Frangelico', 'amaretto', 'nut liqueurs', 'brandy']"
424,water,,,,['milk 3.5%']
425,wheat beer,This somewhat sweet beer is made with wheat malt.,,,"['brown ale', 'lager beer']"
426,whipped cream,,"Chantilly cream, crème Chantilly",Capra aegagrus hircus,"['lemon juice', 'whipped cream', 'yogurt', 'marshmallow', 'non-dairy topping']"
427,whiskey,"Whiskey is distilled from various grains that have been pounded and cooked into a mash and allowed to ferment.  The whiskey is then aged in oak barrels until the flavor is mellow and smooth.  The most highly esteemed whiskies are single-malt Scotch and straight Bourbon.   Lower in the pecking order are rye whiskey, blended Scotch, sour-mash whiskey and the lighter and drier Irish whiskey and Canadian whisky. At the bottom is corn whiskey, also known as moonshine.  Straight whiskeys tend to have a more robust flavor than blended whiskeys, which include several whiskeys and, sometimes, neutral spirits.  Whiskey should be served at room temperature.",whisky,,"['cognac', 'sherry', 'vanilla extract']"
428,white Grenache,,Grenache rosé,,[]
429,white Merlot,This blush wine goes well with poultry and seafood.,,,[]
430,white rice vinegar,"This Asian vinegar is milder and sweeter than Western vinegars. It's used in Japan to make sushi rice and salads, and in China to flavor stir-fries and soups. Western cooks often use it to flavor delicate chicken or fish dishes, or to dress salads or vegetables. Japanese brands tend to be milder than Chinese, but they can be used interchangeably.",su,,"['champagne vinegar', 'seasoned rice vinegar', 'white wine vinegar']"
431,white rum,"This is used to make daiquiris, piña coladas, mai tais, and many other cocktails.   The best white rum comes from Puerto Rico, but Trinidad, Barbados, and the Virgin Islands also produce it.  Bacardi, Ronrico, and DonQ are popular brands.","clear rum, light rum, Puerto Rican rum, silver rum",,"['gin', 'vodka', 'amber rum', 'water']"
432,white tea,,"tea, white",,['coffee']
433,white vinegar,"This cheap vinegar gets all the mundane jobs, like making pickles, cleaning out coffee pots, and washing windows. Distilled from ethyl alcohol, it's a bit too harsh for most recipes, but it does a great job with pickles. Be careful if you're substituting another vinegar in a pickle recipe--to adequately preserve, vinegar should have an acidity level of at least 5%.","distilled vinegar, distilled white vinegar, white distilled vinegar",,"['malt vinegar', 'cider vinegar']"
434,white wine,"White wines are more delicate than red wines and are always served chilled.   Dry (i.e., not sweet) white wines include Chardonnay, Chablis, and Sauvignon Blanc.  These are normally served with fish, poultry, veal, blue cheeses, and anything with a cream sauce.  Sweeter white wines are often described as ""fruity"" and include Gewürztraminer, Johannisberg Riesling, and Chenin Blanc.  These are good with spicy foods, fruit, and desserts.",,,"['dry vermouth', 'blush Wine', 'sake', 'sparkling wine', 'sherry', 'mirin', 'grape juice', 'apple juice', 'apple cider', 'lemon juice', 'clam juice', 'water']"
435,white wine vinegar,"This is a moderately tangy vinegar that French cooks use to make Hollandaise and Béarnaise sauces, vinaigrettes, soups, and stews. It's also an excellent base for homemade fruit or herb vinegars.",,,"['red wine vinegar', 'champagne vinegar', 'rice vinegar', 'cider vinegar']"
436,white Zinfandel,"This is the most popular blush wine, and it goes well with pork, poultry, and spicy dishes.  It's not at all like ordinary Zinfandel, a dry red wine.",,,[]
437,wine,"Wine is an alcoholic beverage made from the fermented juice of fruit, usually grapes.  There are four broad categories:  table wines, sparkling wines, fortified wines, and fruit wines.  Table wines are the most common, and they're grouped by color--red, white, and blush, which is sometimes called rosé.  A red wine should be served at room temperature, and it goes well with hearty, meat-based dishes like steak and spaghetti.  White and blush wines should be served chilled, and they go best with lighter fare, like fish and chicken.  Many wines, called varietals, are named after the variety of grape used to make them.  Cabernet Sauvignon, Zinfandel, and Pinot Noir are popular red varietals, while Chardonnay, Chenin Blanc, and Johannisberg Riesling are popular white ones.  In Europe, some wines, often blends of different varietals, are named after the place where the wine is produced, like Bordeaux, Burgundy, Chablis, Rhine, and Rhône.  These European wines are often superb, but American wines that have borrowed these regional names, like California Chablis, are almost always mediocre.  If you're buying a domestic wine, it's often better to go with a varietal, like a California Cabernet Sauvigno",,,"['grape juice', 'wine essence', 'coffee', 'fruit syrup', 'vinegar', 'chicken broth', 'verjus', 'lemon juice']"
438,wine vinegar,"Wine vinegars are milder and less acidic than cider or white distilled vinegar, so they're a good choice for salad dressings, sauces, and marinades. There are several varieties, ranging from mild champagne vinegar to the tangy white and red wine vinegars to the dark and assertive balsamic and sherry vinegars. The milder vinegars go best with more delicate dishes, like salads, which stronger ones are best for deglazing pans, marinating meats, and adding tang to sauces. Rice vinegar, though it's sometimes called rice wine vinegar, is made from fermented rice, not rice wine.",,,"['cider vinegar', 'rice vinegar', 'malt vinegar']"
439,yogurt,"This is milk that's cultured with bacteria to make it thick and tangy. Ready-made yogurts are made from whole milk (with up to 4% butterfat), lowfat milk (with up to 2% butterfat), and skim milk (with up to .5% butterfat). Health buffs prefer brands that contain active cultures, which help keep their intestines populated with friendly bacteria. Many brands are heat-treated to destroy these cultures and increase shelf life. Yogurt often comes with added flavorings and thickeners.  Flavored yogurts are made with artificial sweeteners to reduce calories. Lactaid makes a lactose-reduced yogurt, but many people with lactose intolerance can tolerate ordinary yogurt, especially brands that contains active yogurt cultures. Larger markets also carry yogurt made from soy milk and goat's milk, but these don't work well in delicate desserts. Organic yogurts also are available.",yoghurt,,"['milk 3.5%', 'Low-Fat Yogurt', 'sour cream', 'buttermilk', 'cottage cheese', 'silken tofu']"
440,Zinfandel,"This is a hearty red varietal wine that's especially good with sausages and barbecued meats. Don't confuse it with white Zinfandel, a fruity blush wine that wine snobs abhor. California Zinfandels are often excellent.",zin,,"['Chianti', 'Syrah', 'Merlot', 'Cabernet Sauvignon', 'Rhône wine']"
